taxon	accession	representative	src	dst
d__Eukaryota;l__Sar;k__Alveolata;p__Alveolata;c__Dinophyceae;o__Prorocentrales;f__Prorocentraceae;g__Prorocentrum;s__Prorocentrum minimum	MMETSP0055		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0055.fa.gz	
d__Eukaryota;l__Sar;k__Alveolata;p__Alveolata;c__Dinophyceae;o__Prorocentrales;f__Prorocentraceae;g__Prorocentrum;s__Prorocentrum minimum	MMETSP0056		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0056.fa.gz	
d__Eukaryota;l__Sar;k__Alveolata;p__Alveolata;c__Dinophyceae;o__Prorocentrales;f__Prorocentraceae;g__Prorocentrum;s__Prorocentrum minimum	MMETSP0057		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0057.fa.gz	
d__Eukaryota;l__Viridiplantae;k__Viridiplantae;p__Chlorophyta;c__Pyramimonadophyceae;o__Pyramimonadales;f__Pyramimonadaceae;g__Pyramimonas;s__Pyramimonas parkeae	MMETSP0058		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0058.fa.gz	
d__Eukaryota;l__Viridiplantae;k__Viridiplantae;p__Chlorophyta;c__Pyramimonadophyceae;o__Pyramimonadales;f__Pyramimonadaceae;g__Pyramimonas;s__Pyramimonas parkeae	MMETSP0059		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0059.fa.gz	
d__Eukaryota;l__Viridiplantae;k__Viridiplantae;p__Chlorophyta;c__Chlorophyceae;o__Chlamydomonadales;f__Chlamydomonadaceae;g__Chlamydomonas;s__Chlamydomonas euryale	MMETSP0063		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0063.fa.gz	
d__Eukaryota;l__Sar;k__Rhizaria;p__Cercozoa;c__Thecofilosea;o__Thecofilosea;f__Thecofilosea;g__Mataza;s__Mataza sp. D1	MMETSP0086		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0086.fa.gz	
d__Eukaryota;l__Sar;k__Rhizaria;p__Cercozoa;c__Thecofilosea;o__Thecofilosea;f__Thecofilosea;g__Mataza;s__Mataza sp. D1	MMETSP0087		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0087.fa.gz	
d__Eukaryota;l__Sar;k__Stramenopiles;p__Bacillariophyta;c__Coscinodiscophyceae;o__Chaetocerotales;f__Chaetocerotaceae;g__Chaetoceros;s__Chaetoceros affinis	MMETSP0088		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0088.fa.gz	
d__Eukaryota;l__Sar;k__Stramenopiles;p__Bacillariophyta;c__Coscinodiscophyceae;o__Chaetocerotales;f__Chaetocerotaceae;g__Chaetoceros;s__Chaetoceros affinis	MMETSP0090		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0090.fa.gz	
d__Eukaryota;l__Sar;k__Stramenopiles;p__Bacillariophyta;c__Coscinodiscophyceae;o__Chaetocerotales;f__Chaetocerotaceae;g__Chaetoceros;s__Chaetoceros affinis	MMETSP0091		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0091.fa.gz	
d__Eukaryota;l__Sar;k__Stramenopiles;p__Bacillariophyta;c__Coscinodiscophyceae;o__Chaetocerotales;f__Chaetocerotaceae;g__Chaetoceros;s__Chaetoceros affinis	MMETSP0092		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0092.fa.gz	
d__Eukaryota;l__Sar;k__Alveolata;p__Alveolata;c__Dinophyceae;o__Gonyaulacales;f__Gonyaulacaceae;g__Alexandrium;s__Alexandrium andersonii	MMETSP1436		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP1436.fa.gz	
d__Eukaryota;l__Sar;k__Alveolata;p__Alveolata;c__Dinophyceae;o__Gonyaulacales;f__Gonyaulacaceae;g__Alexandrium;s__Alexandrium catenella	MMETSP0790		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0790.fa.gz	
d__Eukaryota;l__Sar;k__Alveolata;p__Alveolata;c__Dinophyceae;o__Gonyaulacales;f__Gonyaulacaceae;g__Alexandrium;s__Alexandrium fundyense	MMETSP0196		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0196.fa.gz	
d__Eukaryota;l__Sar;k__Alveolata;p__Alveolata;c__Dinophyceae;o__Gonyaulacales;f__Gonyaulacaceae;g__Alexandrium;s__Alexandrium fundyense	MMETSP0197		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0197.fa.gz	
d__Eukaryota;l__Sar;k__Stramenopiles;p__Stramenopiles;c__Bigyra;o__Thraustochytrida;f__Thraustochytrida;g__Thraustochytrida;s__Thraustochytrida sp. NY0313808BC1	MMETSP0098		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0098.fa.gz	
d__Eukaryota;l__Sar;k__Stramenopiles;p__Stramenopiles;c__Bigyra;o__Thraustochytrida;f__Thraustochytrida;g__Thraustochytrida;s__Thraustochytrida sp. NY0313808BC1	MMETSP0099		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0099.fa.gz	
d__Eukaryota;l__Sar;k__Stramenopiles;p__Stramenopiles;c__Bigyra;o__Thraustochytrida;f__Thraustochytrida;g__Thraustochytrida;s__Thraustochytrida sp. NY0313808BC1	MMETSP0100		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0100.fa.gz	
d__Eukaryota;l__Sar;k__Stramenopiles;p__Stramenopiles;c__Dictyochophyceae;o__Pedinellales;f__Pedinellales;g__Pteridomonas;s__Pteridomonas danica	MMETSP0101		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0101.fa.gz	
d__Eukaryota;l__Sar;k__Stramenopiles;p__Stramenopiles;c__Dictyochophyceae;o__Pedinellales;f__Pedinellales;g__Pteridomonas;s__Pteridomonas danica	MMETSP0102		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0102.fa.gz	
d__Eukaryota;l__Sar;k__Stramenopiles;p__Stramenopiles;c__Chrysophyceae;o__Chromulinales;f__Paraphysomonadaceae;g__Paraphysomonas;s__Paraphysomonas imperforata	MMETSP0103		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0103.fa.gz	
d__Eukaryota;l__Sar;k__Stramenopiles;p__Stramenopiles;c__Chrysophyceae;o__Chromulinales;f__Paraphysomonadaceae;g__Paraphysomonas;s__Paraphysomonas imperforata	MMETSP0104		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0104.fa.gz	
d__Eukaryota;l__Opisthokonta;k__Opisthokonta;p__Opisthokonta;c__Choanoflagellata;o__Acanthoecida;f__Acanthoecidae;g__Acanthoeca;s__Acanthoeca sp. 10tr	MMETSP0105		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0105.fa.gz	
d__Eukaryota;l__Opisthokonta;k__Opisthokonta;p__Opisthokonta;c__Choanoflagellata;o__Acanthoecida;f__Acanthoecidae;g__Acanthoeca;s__Acanthoeca sp. 10tr	MMETSP0106		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0106.fa.gz	
d__Eukaryota;l__Eukaryota;k__Eukaryota;p__Eukaryota;c__Cryptophyceae;o__Cyathomonadacea;f__Goniomonadaceae;g__Goniomonas;s__Goniomonas pacifica	MMETSP0107		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0107.fa.gz	
d__Eukaryota;l__Eukaryota;k__Eukaryota;p__Eukaryota;c__Cryptophyceae;o__Cyathomonadacea;f__Goniomonadaceae;g__Goniomonas;s__Goniomonas pacifica	MMETSP0108		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0108.fa.gz	
d__Eukaryota;l__Sar;k__Rhizaria;p__Cercozoa;c__Chlorarachniophyceae;o__Chlorarachniophyceae;f__Chlorarachniophyceae;g__Chlorarachnion;s__Chlorarachnion reptans	MMETSP0109		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0109.fa.gz	
d__Eukaryota;l__Sar;k__Rhizaria;p__Cercozoa;c__Chlorarachniophyceae;o__Chlorarachniophyceae;f__Chlorarachniophyceae;g__Gymnochlora;s__Gymnochlora sp. CCMP2014	MMETSP0110		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0110.fa.gz	
d__Eukaryota;l__Sar;k__Rhizaria;p__Cercozoa;c__Chlorarachniophyceae;o__Chlorarachniophyceae;f__Chlorarachniophyceae;g__Lotharella;s__Lotharella globosa	MMETSP0111		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0111.fa.gz	
d__Eukaryota;l__Sar;k__Rhizaria;p__Cercozoa;c__Chlorarachniophyceae;o__Chlorarachniophyceae;f__Chlorarachniophyceae;g__Lotharella;s__Lotharella globosa	MMETSP0112		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0112.fa.gz	
d__Eukaryota;l__Sar;k__Rhizaria;p__Cercozoa;c__Chlorarachniophyceae;o__Chlorarachniophyceae;f__Chlorarachniophyceae;g__Norrisiella;s__Norrisiella sphaerica	MMETSP0113		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0113.fa.gz	
d__Eukaryota;l__Eukaryota;k__Eukaryota;p__Eukaryota;c__Cryptophyceae;o__Cyathomonadacea;f__Goniomonadaceae;g__Goniomonas;s__Goniomonas sp. m	MMETSP0114		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0114.fa.gz	
d__Eukaryota;l__Sar;k__Stramenopiles;p__Stramenopiles;c__Bigyra;o__Bicosoecida;f__Bicosoecida;g__Bicosoecida;s__Bicosoecida sp. ms1	MMETSP0115		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0115.fa.gz	
d__Eukaryota;l__Sar;k__Alveolata;p__Alveolata;c__Dinophyceae;o__Peridiniales;f__Kryptoperidiniaceae;g__Durinskia;s__Durinskia baltica	MMETSP0116		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0116.fa.gz	
d__Eukaryota;l__Sar;k__Alveolata;p__Alveolata;c__Dinophyceae;o__Peridiniales;f__Kryptoperidiniaceae;g__Durinskia;s__Durinskia baltica	MMETSP0117		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0117.fa.gz	
d__Eukaryota;l__Sar;k__Alveolata;p__Alveolata;c__Dinophyceae;o__Peridiniales;f__Kryptoperidiniaceae;g__Kryptoperidinium;s__Kryptoperidinium foliaceum	MMETSP0118		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0118.fa.gz	
d__Eukaryota;l__Sar;k__Alveolata;p__Alveolata;c__Dinophyceae;o__Peridiniales;f__Kryptoperidiniaceae;g__Kryptoperidinium;s__Kryptoperidinium foliaceum	MMETSP0119		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0119.fa.gz	
d__Eukaryota;l__Sar;k__Alveolata;p__Alveolata;c__Dinophyceae;o__Peridiniales;f__Kryptoperidiniaceae;g__Kryptoperidinium;s__Kryptoperidinium foliaceum	MMETSP0120		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0120.fa.gz	
d__Eukaryota;l__Sar;k__Alveolata;p__Alveolata;c__Dinophyceae;o__Peridiniales;f__Kryptoperidiniaceae;g__Kryptoperidinium;s__Kryptoperidinium foliaceum	MMETSP0121		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0121.fa.gz	
d__Eukaryota;l__Sar;k__Alveolata;p__Ciliophora;c__Spirotrichea;o__Tintinnida;f__Xystonellidae;g__Favella;s__Favella ehrenbergii	MMETSP0123		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0123.fa.gz	
d__Eukaryota;l__Sar;k__Alveolata;p__Ciliophora;c__Colpodea;o__Cyrtolophosidida;f__Cyrtolophosididae;g__Aristerostoma;s__Aristerostoma sp. ATCC50986	MMETSP0125		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0125.fa.gz	
d__Eukaryota;l__Sar;k__Alveolata;p__Ciliophora;c__Spirotrichea;o__Choreotrichida;f__Strombidinopsidae;g__Strombidinopsis;s__Strombidinopsis acuminata	MMETSP0126		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0126.fa.gz	
d__Eukaryota;l__Sar;k__Alveolata;p__Ciliophora;c__Colpodea;o__Cyrtolophosidida;f__Platyophryidae;g__Platyophrya;s__Platyophrya macrostoma	MMETSP0127		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0127.fa.gz	
d__Eukaryota;l__Sar;k__Alveolata;p__Alveolata;c__Dinophyceae;o__Suessiales;f__Symbiodiniaceae;g__Symbiodinium;s__Symbiodinium kawagutii	MMETSP0132		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0132.fa.gz	
d__Eukaryota;l__Sar;k__Alveolata;p__Alveolata;c__Dinophyceae;o__Suessiales;f__Symbiodiniaceae;g__Symbiodinium;s__Symbiodinium kawagutii	MMETSP0133		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0133.fa.gz	
d__Eukaryota;l__Sar;k__Alveolata;p__Alveolata;c__Dinophyceae;o__Suessiales;f__Symbiodiniaceae;g__Symbiodinium;s__Symbiodinium kawagutii	MMETSP0134		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0134.fa.gz	
d__Eukaryota;l__Sar;k__Alveolata;p__Alveolata;c__Dinophyceae;o__Suessiales;f__Symbiodiniaceae;g__Symbiodinium;s__Symbiodinium kawagutii	MMETSP0135		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0135.fa.gz	
d__Eukaryota;l__Sar;k__Stramenopiles;p__Bacillariophyta;c__Bacillariophyceae;o__Bacillariales;f__Bacillariaceae;g__Pseudo-nitzschia;s__Pseudo-nitzschia australis	MMETSP0139		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0139.fa.gz	
d__Eukaryota;l__Sar;k__Stramenopiles;p__Bacillariophyta;c__Bacillariophyceae;o__Bacillariales;f__Bacillariaceae;g__Pseudo-nitzschia;s__Pseudo-nitzschia australis	MMETSP0140		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0140.fa.gz	
d__Eukaryota;l__Sar;k__Stramenopiles;p__Bacillariophyta;c__Bacillariophyceae;o__Bacillariales;f__Bacillariaceae;g__Pseudo-nitzschia;s__Pseudo-nitzschia australis	MMETSP0141		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0141.fa.gz	
d__Eukaryota;l__Sar;k__Stramenopiles;p__Bacillariophyta;c__Bacillariophyceae;o__Bacillariales;f__Bacillariaceae;g__Pseudo-nitzschia;s__Pseudo-nitzschia australis	MMETSP0142		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0142.fa.gz	
d__Eukaryota;l__Haptista;k__Haptista;p__Haptophyta;c__Haptophyta;o__Prymnesiales;f__Prymnesiaceae;g__Prymnesium;s__Prymnesium polylepis	MMETSP0143		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0143.fa.gz	
d__Eukaryota;l__Haptista;k__Haptista;p__Haptophyta;c__Haptophyta;o__Prymnesiales;f__Prymnesiaceae;g__Prymnesium;s__Prymnesium polylepis	MMETSP0145		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0145.fa.gz	
d__Eukaryota;l__Haptista;k__Haptista;p__Haptophyta;c__Haptophyta;o__Prymnesiales;f__Prymnesiaceae;g__Prymnesium;s__Prymnesium polylepis	MMETSP0146		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0146.fa.gz	
d__Eukaryota;l__Haptista;k__Haptista;p__Haptophyta;c__Haptophyta;o__Prymnesiales;f__Prymnesiaceae;g__Prymnesium;s__Prymnesium polylepis	MMETSP0147		/storage/hdd1/chh/TaxDB/user_supplied/MMETSP/mmetsp_fa_modified/MMETSP0147.fa.gz	
