taxon	accession	representative	src	dst
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Pimascovirales;f__Iridoviridae;g__Ranavirus;s__Common midwife toad virus	Iridoviridae_KP056312_Common_midwife_toad_ranavirus_isolate_Pelophylax_kl		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Iridoviridae_KP056312_Common_midwife_toad_ranavirus_isolate_Pelophylax_kl-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Pimascovirales;f__Iridoviridae;g__Ranavirus;s__Common midwife toad virus	Iridoviridae_KP266743_Tortoise_ranavirus_isolate_1		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Iridoviridae_KP266743_Tortoise_ranavirus_isolate_1-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Pimascovirales;f__Iridoviridae;g__Megalocytivirus;s__Scale drop disease virus	Iridoviridae_KR139659_Scale_drop_disease_virus_isolate_C4575		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Iridoviridae_KR139659_Scale_drop_disease_virus_isolate_C4575-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Pimascovirales;f__Iridoviridae;g__Ranavirus;s__Frog virus 3	Iridoviridae_KX185156_Bohle_iridovirus_isolate_BIV_ME_93_35		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Iridoviridae_KX185156_Bohle_iridovirus_isolate_BIV_ME_93_35-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Pimascovirales;f__Iridoviridae;g__Ranavirus;s__Short-finned eel ranavirus	Iridoviridae_KX353311_Short_finned_eel_ranavirus_isolate_ANGA14001		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Iridoviridae_KX353311_Short_finned_eel_ranavirus_isolate_ANGA14001-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Pimascovirales;f__Iridoviridae;g__Ranavirus;s__Frog virus 3	Iridoviridae_KX574343_Ranavirus_maximus_isolate_SMA15001		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Iridoviridae_KX574343_Ranavirus_maximus_isolate_SMA15001-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Pimascovirales;f__Iridoviridae;g__Lymphocystivirus;s__Lymphocystis disease virus Sa	Iridoviridae_KX643370_Lymphocystis_disease_virus_Sa_isolate_SA9		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Iridoviridae_KX643370_Lymphocystis_disease_virus_Sa_isolate_SA9-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Pimascovirales;f__Iridoviridae;g__Lymphocystivirus;s__Lymphocystis disease virus 1	Iridoviridae_L63545_Lymphocystis_disease_virus_1		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Iridoviridae_L63545_Lymphocystis_disease_virus_1-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Pimascovirales;f__Iridoviridae;g__Iridoviridae;s__Daphnia iridovirus 1	Iridoviridae_LS484712_Daphnia_iridovirus_1		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Iridoviridae_LS484712_Daphnia_iridovirus_1-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Pimascovirales;f__Iridoviridae;g__Iridoviridae;s__Cherax quadricarinatus iridovirus	Iridoviridae_MF197913_Cherax_quadricarinatus_iridovirus_strain_CQIV_CN01		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Iridoviridae_MF197913_Cherax_quadricarinatus_iridovirus_strain_CQIV_CN01-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Pimascovirales;f__Marseilleviridae;g__Marseillevirus;s__Tokyovirus A1	Marseilleviridae_AP017398_Tokyovirus_A1_DNA		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Marseilleviridae_AP017398_Tokyovirus_A1_DNA-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Pimascovirales;f__Marseilleviridae;g__Marseilleviridae;s__Lausannevirus unknown species	Marseilleviridae_HQ113105_Lausannevirus_isolate_7715		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Marseilleviridae_HQ113105_Lausannevirus_isolate_7715-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Pimascovirales;f__Marseilleviridae;g__Marseillevirus;s__Senegalvirus marseillevirus	Marseilleviridae_JF909596_Senegalvirus_SSV_A_contig1		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Marseilleviridae_JF909596_Senegalvirus_SSV_A_contig1-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Pimascovirales;f__Marseilleviridae;g__Marseillevirus;s__Insectomime virus	Marseilleviridae_KF527888_Insectomime_virus_strain_V478		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Marseilleviridae_KF527888_Insectomime_virus_strain_V478-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Pimascovirales;f__Marseilleviridae;g__Marseillevirus;s__Brazilian marseillevirus	Marseilleviridae_KT752522_Brazilian_marseillevirus_strain_BH2014		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Marseilleviridae_KT752522_Brazilian_marseillevirus_strain_BH2014-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Pimascovirales;f__Marseilleviridae;g__Marseillevirus;s__Golden Marseillevirus	Marseilleviridae_KT835053_Golden_Marseillevirus		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Marseilleviridae_KT835053_Golden_Marseillevirus-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Pimascovirales;f__Marseilleviridae;g__Marseillevirus;s__Noumeavirus unknown species	Marseilleviridae_KX066233_Noumeavirus_isolate_NMV1		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Marseilleviridae_KX066233_Noumeavirus_isolate_NMV1-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Imitervirales;f__Mimiviridae;g__Meso_clade_II;s__Mimiviridae sp. ChoanoV1	Mimiviridae_ChoanoV1		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Mimiviridae_ChoanoV1-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Imitervirales;f__Mimiviridae;g__Cafeteriavirus;s__Cafeteria roenbergensis virus	Mimiviridae_GU244497_Cafeteria_roenbergensis_virus_BV_PW1		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Mimiviridae_GU244497_Cafeteria_roenbergensis_virus_BV_PW1-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Imitervirales;f__Mimiviridae;g__Mimivirus;s__Megavirus chiliensis	Mimiviridae_JN258408_Megavirus_chiliensis		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Mimiviridae_JN258408_Megavirus_chiliensis-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Imitervirales;f__Mimiviridae;g__Mimivirus;s__Megavirus courdo7	Mimiviridae_JN885990_Megavirus_courdo7_isolate_Mv13_c7		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Mimiviridae_JN885990_Megavirus_courdo7_isolate_Mv13_c7-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Imitervirales;f__Mimiviridae;g__Mimiviridae;s__Moumouvirus unknown species	Mimiviridae_KC008572_UNVERIFIED_Moumouvirus_goulette		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Mimiviridae_KC008572_UNVERIFIED_Moumouvirus_goulette-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Imitervirales;f__Mimiviridae;g__Mimivirus;s__Mimivirus terra2	Mimiviridae_KF527228_Mimivirus_terra2		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Mimiviridae_KF527228_Mimivirus_terra2-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Imitervirales;f__Mimiviridae;g__Mimivirus;s__Acanthamoeba polyphaga mimivirus	Mimiviridae_KM982402_UNVERIFIED_Acanthamoeba_polyphaga_mimivirus_strain_Kroon		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Mimiviridae_KM982402_UNVERIFIED_Acanthamoeba_polyphaga_mimivirus_strain_Kroon-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Imitervirales;f__Mimiviridae;g__Mimivirus;s__Megavirus chiliensis	Mimiviridae_KU877344_Powai_lake_megavirus_isolate_1		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Mimiviridae_KU877344_Powai_lake_megavirus_isolate_1-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Imitervirales;f__Mimiviridae;g__Mimiviridae;s__Moumouvirus unknown species	Mimiviridae_KY110734_Saudi_moumouvirus		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Mimiviridae_KY110734_Saudi_moumouvirus-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Imitervirales;f__Mimiviridae;g__Tupanvirus;s__Tupanvirus soda lake	Mimiviridae_KY523104_Tupanvirus_soda_lake		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Mimiviridae_KY523104_Tupanvirus_soda_lake-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Imitervirales;f__Mimiviridae;g__Mimivirus;s__Mimivirus AB-566-O17	Mimiviridae_KY565516_Mimivirus_AB_566_O17		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Mimiviridae_KY565516_Mimivirus_AB_566_O17-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Imitervirales;f__Mimiviridae;g__Catovirus;s__Catovirus CTV1	Mimiviridae_KY684083_Catovirus_CTV1_Catovirus_1		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Mimiviridae_KY684083_Catovirus_CTV1_Catovirus_1-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Imitervirales;f__Mimiviridae;g__Indivirus;s__Indivirus ILV1	Mimiviridae_KY684085_Indivirus_ILV1_Indivirus_1		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Mimiviridae_KY684085_Indivirus_ILV1_Indivirus_1-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Imitervirales;f__Mimiviridae;g__Hokovirus;s__Hokovirus HKV1	Mimiviridae_KY684103_Hokovirus_HKV1_Hokovirus_1		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Mimiviridae_KY684103_Hokovirus_HKV1_Hokovirus_1-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Imitervirales;f__Mimiviridae;g__Klosneuvirus;s__Klosneuvirus KNV1	Mimiviridae_KY684108_Klosneuvirus_KNV1_Klosneuvirus_1		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Mimiviridae_KY684108_Klosneuvirus_KNV1_Klosneuvirus_1-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Imitervirales;f__Mimiviridae;g__Mimiviridae;s__Yellowstone lake mimivirus	Mimiviridae_LC015646_Yellowstone_lake_mimivirus_DNA		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Mimiviridae_LC015646_Yellowstone_lake_mimivirus_DNA-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Imitervirales;f__Mimiviridae;g__Tupanvirus;s__Tupanvirus deep ocean	Mimiviridae_MF405918_Tupanvirus_deep_ocean		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Mimiviridae_MF405918_Tupanvirus_deep_ocean-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Imitervirales;f__Mimiviridae;g__Klosneuvirus;s__Bodo saltans virus	Mimiviridae_MF782455_Bodo_saltans_virus_strain_NG1		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Mimiviridae_MF782455_Bodo_saltans_virus_strain_NG1-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Imitervirales;f__Mimiviridae;g__Mimivirus;s__Acanthamoeba polyphaga mimivirus	Mimiviridae_MG602507_UNVERIFIED_Acanthamoeba_polyphaga_mimivirus		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Mimiviridae_MG602507_UNVERIFIED_Acanthamoeba_polyphaga_mimivirus-contigs.fa.gz	
d__Viruses;l__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Imitervirales;f__Mimiviridae;g__Mimivirus;s__Bandra megavirus	Mimiviridae_MG779292_Bandra_megavirus_isolate_KK_1		/storage/hdd1/chh/TaxDB/user_supplied/TARA_virus/Individual_Genomes_FINAL_NAMES/Mimiviridae_MG779292_Bandra_megavirus_isolate_KK_1-contigs.fa.gz	
